day,sale_id,order_name,product_title,gross_sales,discounts,returns,net_sales,shipping_charges,return_fees,taxes,total_sales
2025-07-06,18603297177647,BREAKING-GAMES-57842,We're Doomed!,35.0,0.0,0.0,35.0,0.0,0,2.17,37.17
2025-07-06,18604512673839,BREAKING-GAMES-57843,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-06,18603297144879,BREAKING-GAMES-57842,Top That Toast,20.0,0.0,0.0,20.0,0.0,0,1.24,21.24
2025-07-07,18610938019887,BREAKING-GAMES-57847,Dwellings of Eldervale - Shapeshifter Mercenary Mini Expansion,9.99,0.0,0.0,9.99,0.0,0,0.0,9.99
2025-07-07,18611179126831,BREAKING-GAMES-57848,Dwellings of Eldervale - LEGENDARY Upgrade Kit,69.99,0.0,0.0,69.99,0.0,0,4.2,74.19
2025-07-07,18607100100655,BREAKING-GAMES-57844,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-07,18608841228335,BREAKING-GAMES-57845,Dwellings of Eldervale - Minotaur Mercenary Mini Expansion,9.99,-1.0,0.0,8.99,0.0,0,0.76,9.75
2025-07-07,18608841326639,BREAKING-GAMES-57845,Dwellings of Eldervale - LEGENDARY Upgrade Kit,69.99,-7.0,0.0,62.99,0.0,0,5.39,68.38
2025-07-07,18607100035119,BREAKING-GAMES-57844,Trellis,25.0,-2.5,0.0,22.5,0.0,0,1.35,23.85
2025-07-07,18608841392175,BREAKING-GAMES-57845,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-07,18610938052655,BREAKING-GAMES-57847,,0.0,0.0,0.0,0.0,8.71,0,0.0,8.71
2025-07-07,18607100067887,BREAKING-GAMES-57844,Aura,25.0,-2.5,0.0,22.5,0.0,0,1.35,23.85
2025-07-07,18609679499311,BREAKING-GAMES-57846,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-07,18608841359407,BREAKING-GAMES-57845,Dwellings of Eldervale 2nd Edition: Standard,99.99,-10.0,0.0,89.99,0.0,0,7.69,97.68
2025-07-07,18608841293871,BREAKING-GAMES-57845,Dwellings of Eldervale - Oracle Hex Tile,6.99,-0.7,0.0,6.29,0.0,0,0.53,6.82
2025-07-07,18609679466543,BREAKING-GAMES-57846,The Big Box of Magic,39.99,0.0,0.0,39.99,0.0,0,2.8,42.79
2025-07-07,18611179159599,BREAKING-GAMES-57848,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-07,18608841261103,BREAKING-GAMES-57845,Dwellings of Eldervale - Shapeshifter Mercenary Mini Expansion,9.99,-1.0,0.0,8.99,0.0,0,0.76,9.75
2025-07-07,18610937987119,BREAKING-GAMES-57847,Dwellings of Eldervale - Minotaur Mercenary Mini Expansion,9.99,0.0,0.0,9.99,0.0,0,0.0,9.99
2025-07-07,18608841195567,BREAKING-GAMES-57845,Dwellings of Eldervale - Wooden Upgrade Treasure and Trove Tokens,19.99,-2.0,0.0,17.99,0.0,0,1.54,19.53
2025-07-08,18616698830895,BREAKING-GAMES-57849,Dwellings of Eldervale -  Frost Giant Miniature with Bifröst Bridge Hex Tile,7.99,0.0,0.0,7.99,0.0,0,0.0,7.99
2025-07-08,18616698863663,BREAKING-GAMES-57849,,0.0,0.0,0.0,0.0,11.23,0,0.0,11.23
2025-07-09,18622205591599,BREAKING-GAMES-57854,We're Doomed!,70.0,0.0,0.0,70.0,0.0,0,6.21,76.21
2025-07-09,18618312458287,BREAKING-GAMES-57850,Dwellings of Eldervale - Minotaur Mercenary Mini Expansion,9.99,-0.99,0.0,9.0,0.0,0,0.72,9.72
2025-07-09,18620218671151,BREAKING-GAMES-57851,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-09,18620606218287,BREAKING-GAMES-57852,Dwellings of Eldervale - Mother of Dragons Miniature,7.99,-0.8,0.0,7.19,0.0,0,0.49,7.68
2025-07-09,18620218638383,BREAKING-GAMES-57851,We're Doomed!,35.0,0.0,0.0,35.0,0.0,0,2.9,37.9
2025-07-09,18621383049263,BREAKING-GAMES-57853,,0.0,0.0,0.0,0.0,7.21,0,0.64,7.85
2025-07-09,18618312359983,BREAKING-GAMES-57850,Dwellings of Eldervale 2nd Edition: Standard,99.99,-10.01,0.0,89.98,0.0,0,7.2,97.18
2025-07-09,18618312523823,BREAKING-GAMES-57850,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-09,18622205624367,BREAKING-GAMES-57854,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-09,18620606283823,BREAKING-GAMES-57852,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-09,18618312425519,BREAKING-GAMES-57850,Dwellings of Eldervale - Shapeshifter Mercenary Mini Expansion,9.99,-1.0,0.0,8.99,0.0,0,0.72,9.71
2025-07-09,18618312392751,BREAKING-GAMES-57850,Dwellings of Eldervale - LEGENDARY Upgrade Kit,69.99,-7.01,0.0,62.98,0.0,0,5.04,68.02
2025-07-09,18621383016495,BREAKING-GAMES-57853,The Game of 49 | Family Friendly Strategy Board Game | 2-5 Players,20.0,0.0,0.0,20.0,0.0,0,1.78,21.78
2025-07-09,18618312491055,BREAKING-GAMES-57850,Dwellings of Eldervale - Oracle Hex Tile,6.99,-0.69,0.0,6.3,0.0,0,0.5,6.8
2025-07-09,18620606251055,BREAKING-GAMES-57852,Dwellings of Eldervale - LEGENDARY Upgrade Kit,69.99,-7.0,0.0,62.99,0.0,0,4.24,67.23
2025-07-10,18624242909231,BREAKING-GAMES-57855,We're Doomed: Meritocracy Expansion Pack | Party Game | 4-12 Players,19.99,-2.0,0.0,17.99,0.0,0,1.12,19.11
2025-07-10,18624242941999,BREAKING-GAMES-57855,We're Doomed!,35.0,-3.5,0.0,31.5,0.0,0,1.97,33.47
2025-07-10,18625936556079,BREAKING-GAMES-57856,Dwellings of Eldervale - Shapeshifter Mercenary Mini Expansion,9.99,0.0,0.0,9.99,0.0,0,0.82,10.81
2025-07-10,18627371106351,BREAKING-GAMES-57860,,0.0,0.0,0.0,0.0,11.23,0,0.0,11.23
2025-07-10,18626669248559,BREAKING-GAMES-57858,Replacement Parts - DNPR,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-10,18626491580463,BREAKING-GAMES-57857,,0.0,0.0,0.0,0.0,0.0,0,0.28,0.28
2025-07-10,18627371073583,BREAKING-GAMES-57860,Dwellings of Eldervale -  Frost Giant Miniature with Bifröst Bridge Hex Tile,7.99,0.0,0.0,7.99,0.0,0,0.0,7.99
2025-07-10,18625936523311,BREAKING-GAMES-57856,Dwellings of Eldervale - Minotaur Mercenary Mini Expansion,9.99,0.0,0.0,9.99,0.0,0,0.82,10.81
2025-07-10,18626674491439,BREAKING-GAMES-57859,Dwellings of Eldervale - Exclusive Game Mat,64.99,0.0,0.0,64.99,0.0,0,5.68,70.67
2025-07-10,18624242974767,BREAKING-GAMES-57855,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-10,18626491547695,BREAKING-GAMES-57857,Flick Wars: Deluxe Edition,79.99,0.0,0.0,79.99,0.0,0,2.96,82.95
2025-07-10,18626669281327,BREAKING-GAMES-57858,,0.0,0.0,0.0,0.0,6.57,0,0.0,6.57
2025-07-10,18626674524207,BREAKING-GAMES-57859,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-10,18625936490543,BREAKING-GAMES-57856,Dwellings of Eldervale - Oracle Hex Tile,6.99,0.0,0.0,6.99,0.0,0,0.58,7.57
2025-07-10,18625936588847,BREAKING-GAMES-57856,,0.0,0.0,0.0,0.0,5.28,0,0.44,5.72
2025-07-11,18630830555183,BREAKING-GAMES-57861,,0.0,0.0,0.0,0.0,7.66,0,0.79,8.45
2025-07-11,18630830522415,BREAKING-GAMES-57861,Master Thief,15.0,0.0,0.0,15.0,0.0,0,1.55,16.55
2025-07-12,18635787993135,BREAKING-GAMES-57862,,0.0,0.0,0.0,0.0,4.64,0,0.27,4.91
2025-07-12,18635787960367,BREAKING-GAMES-57862,Dwellings of Eldervale - Oracle Hex Tile,6.99,0.0,0.0,6.99,0.0,0,0.4,7.39
2025-07-13,18638026965039,BREAKING-GAMES-57863,Slap .45  | Family Party Game | 3-7 Players,20.0,0.0,0.0,20.0,0.0,0,1.53,21.53
2025-07-13,18639332114479,BREAKING-GAMES-57864,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-13,18639331950639,BREAKING-GAMES-57864,Rise of Tribes - Deluxe Upgrade (Base Game Required),25.0,-2.51,0.0,22.49,0.0,0,1.41,23.9
2025-07-13,18639331983407,BREAKING-GAMES-57864,Rise of Tribes: Beast and Bronze Expansion (Base Game Required),25.0,-2.51,0.0,22.49,0.0,0,1.41,23.9
2025-07-13,18639530590255,BREAKING-GAMES-57865,Expancity | Family Strategy City Building Game | 2-4 Players,60.0,-6.0,0.0,54.0,0.0,0,0.0,54.0
2025-07-13,18639332016175,BREAKING-GAMES-57864,Rise of Tribes: BONUS Hex Tile Set (Base Game Required),9.99,-1.0,0.0,8.99,0.0,0,0.56,9.55
2025-07-13,18639332048943,BREAKING-GAMES-57864,Rise of Tribes: The Mesa Hex Tile (Base Game Required),6.99,-0.69,0.0,6.3,0.0,0,0.39,6.69
2025-07-13,18639332081711,BREAKING-GAMES-57864,Rise of Tribes: The Vul'Keth Invasion Expansion (Base Game Required),12.99,-1.29,0.0,11.7,0.0,0,0.73,12.43
2025-07-13,18639530623023,BREAKING-GAMES-57865,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-13,18638026997807,BREAKING-GAMES-57863,,0.0,0.0,0.0,0.0,10.43,0,0.8,11.23
2025-07-14,18643563675695,BREAKING-GAMES-57867,Billionaire Banshee - Expansion #1,15.0,-1.5,0.0,13.5,0.0,0,0.0,13.5
2025-07-14,18643563708463,BREAKING-GAMES-57867,,0.0,0.0,0.0,0.0,16.79,0,0.0,16.79
2025-07-14,18640263249967,BREAKING-GAMES-57866,Dwellings of Eldervale - LEGENDARY Upgrade Kit,69.99,0.0,0.0,69.99,0.0,0,0.0,69.99
2025-07-14,18640263282735,BREAKING-GAMES-57866,,0.0,0.0,0.0,0.0,30.46,0,0.0,30.46
2025-07-15,18649012404271,BREAKING-GAMES-57869,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-15,18644411318319,BREAKING-GAMES-57868,,0.0,0.0,0.0,0.0,8.59,0,0.54,9.13
2025-07-15,18649012338735,BREAKING-GAMES-57869,Dwellings of Eldervale - Oracle Hex Tile,6.99,0.0,0.0,6.99,0.0,0,0.42,7.41
2025-07-15,18649012371503,BREAKING-GAMES-57869,Dwellings of Eldervale 2nd Edition: Standard,99.99,0.0,0.0,99.99,0.0,0,6.0,105.99
2025-07-15,18644411285551,BREAKING-GAMES-57868,We're Doomed: Meritocracy Expansion Pack | Party Game | 4-12 Players,19.99,0.0,0.0,19.99,0.0,0,1.25,21.24
2025-07-16,18650431782959,BREAKING-GAMES-57871,Real Life Travel Bingo | Family Party Game | 2+ Players,10.0,0.0,0.0,10.0,0.0,0,0.0,10.0
2025-07-16,18649242402863,BREAKING-GAMES-57870,Pocket Dungeon Quest: Don't Go Alone Expansion,10.0,0.0,0.0,10.0,0.0,0,0.62,10.62
2025-07-16,18650431815727,BREAKING-GAMES-57871,,0.0,0.0,0.0,0.0,9.95,0,0.0,9.95
2025-07-16,18656227262511,BREAKING-GAMES-57872,,0.0,0.0,0.0,0.0,5.91,0,0.39,6.3
2025-07-16,18649242304559,BREAKING-GAMES-57870,Rise of Tribes - Deluxe Upgrade (Base Game Required),25.0,0.0,0.0,25.0,0.0,0,1.55,26.55
2025-07-16,18649242370095,BREAKING-GAMES-57870,Convert: The Game,30.0,0.0,0.0,30.0,0.0,0,1.86,31.86
2025-07-16,18649242435631,BREAKING-GAMES-57870,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-16,18649242337327,BREAKING-GAMES-57870,The Game of 49 | Family Friendly Strategy Board Game | 2-5 Players,20.0,-20.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-16,18656227229743,BREAKING-GAMES-57872,Rise of Tribes: The Vul'Keth Invasion Expansion (Base Game Required),12.99,-1.3,0.0,11.69,0.0,0,0.77,12.46
2025-07-17,18661319475247,BREAKING-GAMES-57878,The Game of 49 | Family Friendly Strategy Board Game | 2-5 Players,20.0,0.0,0.0,20.0,0.0,0,1.4,21.4
2025-07-17,18660361633839,BREAKING-GAMES-57874,Dwellings of Eldervale 2nd Edition: Standard,99.99,-10.0,0.0,89.99,0.0,0,5.62,95.61
2025-07-17,18660196417583,BREAKING-GAMES-57873,Klask (First Edition),50.0,0.0,0.0,50.0,0.0,0,3.0,53.0
2025-07-17,18660361666607,BREAKING-GAMES-57874,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-17,18660460527663,BREAKING-GAMES-57876,Dwellings of Eldervale - LEGENDARY Upgrade Kit,69.99,0.0,0.0,69.99,0.0,0,0.0,69.99
2025-07-17,18660078714927,BREAKING-GAMES-57782,The Big Box of Magic,0.0,0.0,-39.99,-39.99,0.0,0,-3.7,-43.69
2025-07-17,18660365434927,BREAKING-GAMES-57875,Replacement Parts - DNPR,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-17,18660756619311,BREAKING-GAMES-57877,We're Doomed!,35.0,0.0,0.0,35.0,0.0,0,2.8,37.8
2025-07-17,18660460494895,BREAKING-GAMES-57876,Dwellings of Eldervale - Shapeshifter Mercenary Mini Expansion,9.99,0.0,0.0,9.99,0.0,0,0.0,9.99
2025-07-17,18660196450351,BREAKING-GAMES-57873,,0.0,0.0,0.0,0.0,8.7,0,0.52,9.22
2025-07-17,18660460560431,BREAKING-GAMES-57876,,0.0,0.0,0.0,0.0,47.77,0,0.0,47.77
2025-07-17,18660365467695,BREAKING-GAMES-57875,,0.0,0.0,0.0,0.0,6.37,0,0.0,6.37
2025-07-17,18660756652079,BREAKING-GAMES-57877,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-17,18661319508015,BREAKING-GAMES-57878,,0.0,0.0,0.0,0.0,9.61,0,0.67,10.28
2025-07-17,18660460462127,BREAKING-GAMES-57876,Dwellings of Eldervale - Minotaur Mercenary Mini Expansion,9.99,0.0,0.0,9.99,0.0,0,0.0,9.99
2025-07-18,18661890850863,BREAKING-GAMES-57879,Billionaire Banshee: Sexy Foil Pack,5.0,0.0,0.0,5.0,0.0,0,0.52,5.52
2025-07-18,18664642838575,BREAKING-GAMES-57880,,0.0,0.0,0.0,0.0,7.1,0,0.45,7.55
2025-07-18,18664642805807,BREAKING-GAMES-57880,Hypothetically Fun,25.0,0.0,0.0,25.0,0.0,0,1.59,26.59
2025-07-18,18661890818095,BREAKING-GAMES-57879,Billionaire Banshee - Expansion #1,15.0,0.0,0.0,15.0,0.0,0,1.56,16.56
2025-07-18,18661890883631,BREAKING-GAMES-57879,,0.0,0.0,0.0,0.0,11.2,0,1.16,12.36
2025-07-19,18669099974703,BREAKING-GAMES-57882,MIXTAPE,20.0,0.0,0.0,20.0,0.0,0,2.1,22.1
2025-07-19,18668122341423,BREAKING-GAMES-57881,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-19,18668122308655,BREAKING-GAMES-57881,We're Doomed!,35.0,-3.5,0.0,31.5,0.0,0,3.08,34.58
2025-07-19,18669100007471,BREAKING-GAMES-57882,,0.0,0.0,0.0,0.0,14.28,0,0.0,14.28
2025-07-19,18668122275887,BREAKING-GAMES-57881,We're Doomed: Meritocracy Expansion Pack | Party Game | 4-12 Players,19.99,-2.0,0.0,17.99,0.0,0,1.75,19.74
2025-07-20,18671795961903,BREAKING-GAMES-57884,Suddenly Drunk's Box of Bad Ideas,25.0,0.0,0.0,25.0,0.0,0,0.0,25.0
2025-07-20,18672578691119,BREAKING-GAMES-57885,,0.0,0.0,0.0,0.0,7.27,0,0.4,7.67
2025-07-20,18671482372143,BREAKING-GAMES-57883,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-20,18672578658351,BREAKING-GAMES-57885,Billionaire Banshee - Expansion #1,15.0,0.0,0.0,15.0,0.0,0,0.83,15.83
2025-07-20,18671795929135,BREAKING-GAMES-57884,Suddenly Drunk: Gross Expansion,10.0,0.0,0.0,10.0,0.0,0,0.0,10.0
2025-07-20,18671795863599,BREAKING-GAMES-57884,Suddenly Drunk: Booster Pack,5.0,0.0,0.0,5.0,0.0,0,0.0,5.0
2025-07-20,18671795896367,BREAKING-GAMES-57884,Suddenly Drunk: Hardcore Expansion,10.0,0.0,0.0,10.0,0.0,0,0.0,10.0
2025-07-20,18671795994671,BREAKING-GAMES-57884,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-20,18671482339375,BREAKING-GAMES-57883,We're Doomed!,35.0,0.0,0.0,35.0,0.0,0,2.1,37.1
2025-07-21,18675674284079,BREAKING-GAMES-57888,Dwellings of Eldervale - Oracle Hex Tile,6.99,0.0,0.0,6.99,0.0,0,0.62,7.61
2025-07-21,18672891953199,BREAKING-GAMES-57886,Suddenly Stoned,10.0,-1.0,0.0,9.0,0.0,0,0.0,9.0
2025-07-21,18674080940079,BREAKING-GAMES-57887,We're Doomed!,35.0,0.0,0.0,35.0,0.0,0,1.37,36.37
2025-07-21,18672892149807,BREAKING-GAMES-57886,,0.0,0.0,0.0,0.0,31.64,0,0.0,31.64
2025-07-21,18675674316847,BREAKING-GAMES-57888,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-21,18675674251311,BREAKING-GAMES-57888,Dwellings of Eldervale - LEGENDARY Upgrade Kit,69.99,0.0,0.0,69.99,0.0,0,6.23,76.22
2025-07-21,18674081005615,BREAKING-GAMES-57887,,0.0,0.0,0.0,0.0,0.0,0,0.28,0.28
2025-07-21,18674080972847,BREAKING-GAMES-57887,Rise of Tribes - Standard Edition,50.0,0.0,0.0,50.0,0.0,0,1.95,51.95
2025-07-21,18672892117039,BREAKING-GAMES-57886,Suddenly Drunk's Box of Bad Ideas,25.0,-2.5,0.0,22.5,0.0,0,0.0,22.5
2025-07-21,18672892018735,BREAKING-GAMES-57886,Suddenly Drunk: Gross Expansion,10.0,-1.0,0.0,9.0,0.0,0,0.0,9.0
2025-07-21,18672892051503,BREAKING-GAMES-57886,Suddenly Drunk: Hardcore Expansion,10.0,-1.0,0.0,9.0,0.0,0,0.0,9.0
2025-07-21,18672892084271,BREAKING-GAMES-57886,Suddenly Drunk: Sexy Expansion,10.0,-1.0,0.0,9.0,0.0,0,0.0,9.0
2025-07-21,18672891985967,BREAKING-GAMES-57886,Suddenly Drunk: Booster Pack,5.0,-0.5,0.0,4.5,0.0,0,0.0,4.5
2025-07-22,18682056278063,BREAKING-GAMES-57893,Aura,25.0,0.0,0.0,25.0,0.0,0,0.0,25.0
2025-07-22,18680629854255,BREAKING-GAMES-57889,Expancity | Family Strategy City Building Game | 2-4 Players,60.0,0.0,0.0,60.0,0.0,0,4.65,64.65
2025-07-22,18682056310831,BREAKING-GAMES-57893,Letter Tycoon,25.0,0.0,0.0,25.0,0.0,0,0.0,25.0
2025-07-22,18681701466159,BREAKING-GAMES-57892,Billionaire Banshee,25.0,0.0,0.0,25.0,0.0,0,2.59,27.59
2025-07-22,18680742707247,BREAKING-GAMES-57890,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-22,18681078251567,BREAKING-GAMES-57891,Dwellings of Eldervale - Wooden Upgrade Treasure and Trove Tokens,19.99,0.0,0.0,19.99,0.0,0,1.65,21.64
2025-07-22,18681701498927,BREAKING-GAMES-57892,Billionaire Banshee - Expansion #1,15.0,0.0,0.0,15.0,0.0,0,1.56,16.56
2025-07-22,18681078284335,BREAKING-GAMES-57891,,0.0,0.0,0.0,0.0,5.38,0,0.45,5.83
2025-07-22,18680629887023,BREAKING-GAMES-57889,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-22,18682056343599,BREAKING-GAMES-57893,,0.0,0.0,0.0,0.0,21.1,0,0.0,21.1
2025-07-22,18680742674479,BREAKING-GAMES-57890,Expancity | Family Strategy City Building Game | 2-4 Players,60.0,0.0,0.0,60.0,0.0,0,4.5,64.5
2025-07-22,18681701531695,BREAKING-GAMES-57892,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-23,18685269377071,BREAKING-GAMES-57894,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-23,18685269344303,BREAKING-GAMES-57894,Dwellings of Eldervale 2nd Edition: Standard,99.99,0.0,0.0,99.99,0.0,0,9.02,109.01
